,text,embeddings,distances
190,"Hussain, E.; Kalaycıoğlu, S.; Milliner, C. W. D.; Çakir, Z. (2023), ""Preconditioning the 2023 Kahramanmaraş (Türkiye) earthquake disaster"", Nature Reviews Earth & Environment, 4 (5): 287–289, Bibcode:2023NRvEE...4..287H, doi:10.1038/s43017-023-00411-2, ISSN 2662-138X, PMC 10123572, PMID 37168360","[-0.00283608 -0.00893329  0.00687766 ...  0.00529935  0.0002391
 -0.01353233]",0.15926833771776272
15,"Over 570 aftershocks were recorded within 24 hours of the Mw 7.8 earthquake and over 30,000 recorded by May 2023. An aftershock measuring Mww 6.7 occurred about 11 minutes after the mainshock. There were 25 aftershocks Mw 4.0 or greater recorded within six hours of the main tremor, according to the USGS. More than 12 hours later, the USGS had reported at least 54 aftershocks of 4.3 or greater magnitude, while the Turkish Disaster and Emergency Management Presidency (AFAD) recorded at least 120 total aftershocks. A Mww 6.3 aftershock struck near Uzunbağ in Hatay Province on 20 February; the earthquake was the result of oblique-normal faulting. The Mw  7.8 earthquake had aftershocks distributed along ~350 km (220 mi) of the EAF.","[-0.01254483 -0.02031956  0.0036342  ...  0.00680539 -0.00896726
 -0.02454337]",0.1594262034757764
46,"Mass burials occurred in Kahramanmaraş for more than 5,000 bodies. A city official said the mass grave would eventually be the burial ground for 10,000 bodies. Around 75 percent of the city's buildings were damaged or destroyed. In Elbistan, 924 people died and 1,825 were injured. An estimated 2,000 buildings were destroyed. At Ordekdede, a village in Pazarcik District, almost all single-story buildings were decimated. None of the 140 houses in the village were structurally stable. Thirty-four people died in the village. At least 11 people died, 107 houses were destroyed and 70 percent of the building stock were damaged in Ekinözü. In Afşin, at least 180 people died. At least 335 buildings including 90 in the city center were destroyed. The Afşin-Elbistan Thermal Power Plant was also damaged. In Ericek, a village in Göksun, 95 percent of homes were affected and 152 died. In Nurhak, there were around 200 deaths and all houses were severely damaged. In Türkoğlu, 1,171 buildings collapsed and 4,500 others required demolition.","[-0.00771378 -0.00633346 -0.00690497 ... -0.00388029 -0.01958525
 -0.02187131]",0.15979463879049205
29,"According to Kandilli Observatory, the maximum Mercalli intensity (MMI) of the mainshock was estimated to have reached MMI XI–XII (Extreme) in Antakya and near the epicenter. MMI XI (Extreme) or higher was observed along the fault rupture from the epicenter to Antakya. The MMI also reached IX–X (Violent–Extreme) in Kahramanmaraş and İskenderun, VIII–IX (Severe–Violent) in Malatya and Adıyaman, VII–VIII (Very strong–Severe) in Gaziantep, Kilis, Idlib and Aleppo, and VI–VII (Strong–Very strong) in Adana and Şanlıurfa. The maximum MMI of the second earthquake was X (Extreme).","[-0.00302373 -0.00512426 -0.00513117 ...  0.0051208  -0.01123741
 -0.0209811 ]",0.1605924443135861
47,"In Adıyaman Province, over 20,000 buildings and 56,256 houses were destroyed. In the city of Adıyaman, four neighborhoods were razed. Many buildings along Atatürk Boulevard collapsed. The city hall, a 6th-century mosque and Gölbaşı District's state hospital were also destroyed. Isias Hotel, the largest hotel in the city, also collapsed, killing 65 people. Up to 10 percent of Adıyaman's population perished. The mayor of Kömür said the Karapınar and Bahçelievler neighborhoods were nearly destroyed. Destruction was also observed in Barbaros, Çelikhan, Sümerevler and Karapınar districts. In Harmanlı, a village in Gölbaşı District, 80–90 percent of it was destroyed. The second earthquake destroyed three buildings in the province. In Gölbaşı, 71 percent of the town's infrastructure was damaged or destroyed and 695 people were killed with over 400 injured, including 286 deaths in the town center. There were also 410 deaths in Besni District, about 90 percent of them in the town itself. In Kâhta, at least 55 people died.","[-0.00472056  0.00127293 -0.00403222 ...  0.00558437 -0.01355095
 -0.01122948]",0.1617556506639951
8,"The EAF has produced large or damaging earthquakes in the past few hundred years along various segments, including the 1789 (M 7.2, Palu), 1795 (M 7.0, Pazarcık), 1866 (M 7.2 Karlıova), 1872 (M 7.2, Amanos), 1874 (M 7.1, Palu), 1875 (M 6.7, Palu), 1893 (M 7.1, Erkenek), 1971 (M6.6, Karlıova) and 2020 (M 6.8, Pütürge) events. Other large historical earthquakes have been tentatively assigned to segments of the EAF, such as the 1114 and 1513 Marash earthquakes, both thought to have ruptured the Pazarcık segment.","[ 0.00103442 -0.02839169  0.00639549 ...  0.02049767  0.00478993
 -0.01881183]",0.16188030644334006
107,"On 10 February, while touring Adıyaman Province, Erdoğan reiterated the promise to rebuild all homes within one year, and added that the government will subsidize rents for those unwilling to stay in tents. He later added that more than 141,000 rescue personnel, including foreign teams, were working in the 10 affected provinces, that 100 billion lira (US$5.3 billion) were allocated to the disaster response. On 22 February, the Turkish government announced plans to construct 200,000 homes in the 11 affected provinces and a further 70,000 in villages.","[ 0.0040344  -0.03322835 -0.01612435 ... -0.00171934 -0.0035181
 -0.02753584]",0.16271454295780963
39,"At least 300 buildings were razed in Malatya. Sixty percent of the city's buildings received damage. Nearly every neighborhood of the city was affected by collapsed buildings. Out of the 968 mosques in the city, 25 were destroyed and 420 others were damaged. Two hotels collapsed in Malatya, causing many casualties. The ceiling of Malatya Erhaç Airport experienced a partial collapse, as did the historic Yeni Camii mosque. Damage was also reported at the Arslantepe Mound. In Akçadağ, 11 people died, including four attributed to the second earthquake. At least 263 deaths were reported in Doğanşehir.","[-0.02263006 -0.0027712   0.00799946 ...  0.0194066  -0.01038746
 -0.03012956]",0.1627951046087639
21,"Preliminary analysis based on seismology and observations of surface rupture suggest rupture along a branch of the DST before transitioning onto the EAF where most of the faulting was observed. The initial rupture at the site of the epicenter of the M7.8 shock on the Narlı Fault, the northernmost section of the DST. The fault ruptured unilaterally northwards until it reached the Pazarcık segment of the East Anatolian Fault. Ruptures then continued bilaterally to the northeast and southwest along this segment. This subevent on the Narlı Fault corresponded to a Mw  7.0 earthquake which ruptured for 20 seconds. It had a focal mechanism corresponding to oblique-normal faulting. A preliminary analysis of near-field (within 1 km (0.62 mi) of the fault rupture) seismic records indicates that the initial rupture speed transitioned to supershear after propagating about 19.5 km (12.1 mi) away from the epicenter along the Narlı Fault before it reached the EAF. Back projection suggest the total rupture length was ~560 km (350 mi).","[-0.01000339 -0.00957684 -0.00372203 ...  0.02046086 -0.00378395
 -0.02903323]",0.1631166623707675
50,"In Osmaniye Province, of the 22,841 buildings surveyed, 1,739 were heavily damaged, destroyed or required urgent demolition. Additionally, 16,111 houses were collapsed or were badly damaged, with partial damage occurring in 73,588 housing units. At least 1,088 of the 13,667 buildings examined in Merkez District were destroyed, seriously damaged or needed to be demolished.","[-0.01024129 -0.00732084 -0.01682544 ...  0.00215251 -0.01328013
 -0.01124108]",0.1633456253800749
165,"On 3 January 2024, the first trials opened in Turkey relating to the earthquake, with a court in Adiyaman trying 11 individuals accused of ""conscious negligence"" while overseeing the construction of the collapsed Isias Hotel. The families of those killed in the Isias Hotel collapsed testified against its owner and 10 contractors. Attorneys representing victims' families said contractors tried may be handled a less severe sentence as evidence and collapsed rubble were cleared in the aftermath.","[-0.0049805  -0.02254906 -0.0070329  ... -0.00422453  0.01065197
 -0.03283843]",0.16366093298083173
105,"The government said it would pay compensation to those who have lost their homes. President Erdoğan said ₺15,000 in relocation assistance per household would be given to those whose homes were moderate, heavy or total destruction. Rent assistance of up to ₺5,000 would be given to homeowners and ₺2,000 to tenants.","[-0.01315028 -0.01052283 -0.00901026 ... -0.00328594 -0.00711302
 -0.01499536]",0.16379991700788865
109,"On 22 April, at an opening ceremony for new homes in Gaziantep, Erdoğan said construction had begun for 105,000—more than half had been completed. He added that the government was constructing 507,000 houses and 143,000 village homes; 319,000 homes were planned for completion by the end of 2023. New facilities including schools, hospitals, bazaars, markets, green areas, and parks were also being built. About 689,000 people continue to live in container homes one year after the earthquake. These containers, generally 21 m2 (230 sq ft), are equipted with amenities such as running water, a shower and toilet.","[-0.00056791 -0.004334   -0.0091743  ... -0.00279145  0.00295009
 -0.0278672 ]",0.1645269749502486
179,List of earthquakes in 2023,"[-0.00305959 -0.00921138  0.00303557 ... -0.00210894 -0.00078206
 -0.02472385]",0.16521175044505365
106,"On 9 February, after touring the city of Gaziantep, Erdoğan promised to rebuild destroyed homes of survivors within one year. He also said the government is working on temporary accommodation for those made homeless. That same day, force majeure was imposed in the affected region and tax obligations between 6 February and 31 July 2023, were postponed until 31 July 2023.","[-0.00651978 -0.02803538 -0.03119239 ...  0.00951152  0.03113843
 -0.03488907]",0.16558384405850257
82,"The European-Mediterranean Seismological Centre said shaking was felt in Armenia, Egypt, Palestine, Georgia, Greece, Iraq, Jordan, Israel, and Russia. In Iraq, minor damage occurred in some houses and buildings in Erbil, and the city's citadel was severely damaged. In Egypt, tremors were strongly felt in the capital Cairo, and is considered the strongest earthquake felt since 1975. A 20 m (66 ft) crack appeared in the Corniche in Alexandria.","[ 0.0015305  -0.01336364 -0.00116793 ... -0.00237514  0.0034735
 -0.01945945]",0.16574968264620793
42,"In Hatay Province, 13,517 buildings collapsed, 8,162 required demolition and 67,346 were heavily damaged, along with 215,255 houses. The districts of Antakya, Kırıkhan and İskenderun were the most affected. In Antakya, 70 percent of homes and 6,369 buildings collapsed, 3,734 had to be demolished and 21,830 were badly damaged. The runway at Hatay Airport was split and uplifted, causing flight cancellations. The Ankara Metropolitan Municipality completed repairs on the airport on 12 February, allowing its reopening. Two provincial hospitals and a police station were destroyed, and a gas pipeline exploded. The building that housed the assembly of Hatay State was destroyed, as was St. Paul's Church and the Habib'i Neccar Mosque, while damage occurred at the Antakya Synagogue and the Hatay Archaeology Museum. Several dozen buildings in Güzelburç district and nearly every house in the central and Cebrail districts collapsed. Most of the squad and coaching staff of the local football club Hatayspor were initially trapped in the collapse of their headquarters in Antakya before being rescued, with player Christian Atsu and sporting director Taner Savut dying. In Kırıkhan District, 1,886 buildings collapsed and 7,190 others were severely damaged or required demolition. At least 982 buildings were destroyed, 8,894 others were badly damaged and 943 had to be demolished in Defne. In Reyhanlı, 318 buildings collapsed and 1,661 others were severely damaged or required demolition. At least 187 buildings collapsed, 2,176 others were badly damaged and 194 others had to be demolished in Arsuz. In Kumlu, 131 buildings were destroyed, 738 others were severely damaged and 84 others required demolition. At least 58 buildings collapsed and 669 others were badly damaged or had to be demolished in Payas.","[-0.02209668 -0.00291779  0.00016332 ...  0.01440617 -0.01460926
 -0.00836072]",0.16576618749958993
16,"The Mw 7.7 earthquake triggered its own aftershock sequence, including two mb 6.0 aftershocks. Aftershocks of the second earthquake continued through at least 9 February. Thousands of aftershocks associated with this earthquake were distributed along an east–west trend corresponding to the Çardak Fault for about 170 km (110 mi).","[-0.01947056 -0.0189014  -0.00395103 ...  0.00194077 -0.01341496
 -0.01943085]",0.1658028942214984
57,"The Associated Press, citing local residents, said the Afrin Dam had cracked. On 9 February at 04:00, the dam burst and flooded the village of Al-Tloul, which was exacerbated by heavy rains along the Afrin River basin. Nearly all its residents fled; about 500 families were displaced. According to Reuters, citing local residents, between 35 and 40 people died and most buildings in Al-Tloul were damaged or destroyed by the earthquake. In Atarib, 148 bodies arrived at an underground hospital. A doctor at the hospital said some bodies were missing their head or limbs. Various archaeological sites in Tartus Governorate were damaged, including the Khawabi Castle and Aleika Castle, which partially collapsed. Damage to historical towers and infrastructure were also reported in Tartous and Safita.","[-0.01693715  0.01560821 -0.01109932 ...  0.00752611 -0.01459117
 -0.000173  ]",0.1659338924979994
38,"In Adana, 12 buildings collapsed in the city center, 23 were badly damaged and 120 were moderately damaged. Three apartments were among the buildings that collapsed in the city. Across Adana Province, damage assessments revealed 59 buildings, 1,274 apartments and 2,952 houses were destroyed, severely damaged or required demolition.","[-0.00858136 -0.00058004 -0.00699319 ...  0.01097343 -0.01499288
 -0.0247572 ]",0.16677822054817493
35,"Small tsunami waves were recorded off the coast of Famagusta, Cyprus, without damage. The tsunami measured 0.17 m (6.7 in), and tsunami waves were recorded at 0.12 m (4.7 in) at İskenderun and 0.13 m (5.1 in) at Erdemli. Tsunami warnings were issued for the southern Turkish coast, southern and eastern Italian coasts and the whole eastern Mediterranean Sea area, but later withdrawn.","[ 0.00739668 -0.01185486  0.00624347 ... -0.01913722  0.0063645
 -0.02058966]",0.16734395495981702
59,"According to the International Rescue Committee, the earthquake struck when rebel-held areas were preparing for a blizzard and experiencing a cholera outbreak. In Aleppo, dozens of buildings collapsed and at least 444 people died, including 163 children. By 8 February, the bodies of 210 victims were returned to their families. The Directorate-General of Antiquities and Museums said various archeological sites across the city were extensively cracked or collapsed. Cracks were also reported in the outer façade of the Aleppo National Museum. In Atarib, Aleppo, the Syrian American Medical Society hospital said 120 bodies were recovered. About 20,000 homes were affected in Aleppo, leaving 70,000 homeless. Total damage in the city exceeded US$403 million. In Rajo, the doors and walls of a prison facility cracked. Twenty prisoners, believed to be Islamic State (ISIS) members, escaped the facility.","[-0.00633326  0.00501482 -0.00615951 ...  0.00684769 -0.01017955
 -0.01594387]",0.16803700734757043
155,"A week after the earthquakes in Samandağ, a coastal town in Hatay Province, residents dug through the rubble to look for victims because of the slow and limited government response. ""We have nothing left and the government barely helped us,"" one resident said, adding that assistance only came 48 hours after the earthquake.","[-0.01178863 -0.01495273  0.00255331 ...  0.01539331 -0.01178863
 -0.0126631 ]",0.16813980799785522
28,"Ground acceleration values recorded in some areas near the fault rupture were in excess of 1 g. Three USGS seismic installations, two at Antakya and one at Hassa, recorded large ground accelerations and velocities. The town of Hassa recorded 0.9082 g in ground acceleration (pga) and 215.34 cm/s (84.78 in/s) in ground velocity. The station data corresponded to a Modified Mercalli intensity of X (Extreme). A peak ground acceleration of 1.62 g was recorded by a station at Fevzipaşa. The peak ground acceleration generally exceeded 0.5 g in a large area around the epicenter, near Adiyaman and a large part of Hatay. High pga values of 2 g were recorded in Hatay. The maximum recorded pga was 2.212 g at a station in Pazarcık Belediyesi Parkı, Pazarcık; a government health facility nearby had limited damage but the surrounding town was devastated. The maximum recorded pga during the Mw  7.7 earthquake was 0.59 g at Göksun.","[-5.68477408e-05 -1.88397476e-03  4.84986976e-03 ... -8.25945474e-03
 -1.22117056e-02 -1.35427751e-02]",0.16860170188792956
101,"On 8 February, Erdoğan visited the town of Pazarcık, Kahramanmaraş Province and Hatay Province. He acknowledged ""shortcomings"" in the response to the earthquake, but denied that there was an insufficient number of personnel involved in rescue operations. He also described people saying they hadn't seen security forces at all in some areas as ""provocateurs"".","[-0.01367273 -0.02597818  0.00284513 ...  0.00905483  0.00785512
 -0.00513062]",0.16896555599415886
144,"The World Bank said it would provide US$1.78 billion in aid for Turkey to support the relief and recovery process. ""We are providing immediate assistance and preparing a rapid assessment of the urgent and massive needs on the ground,"" said World Bank President David Malpass.","[-0.02363184 -0.01916096  0.00689156 ... -0.00172449 -0.01415356
 -0.00520539]",0.16956346082049656
149,"Before the 2018 general election, 3.1 million buildings were granted amnesty certificates, according to Istanbul Metropolitan Municipality Secretary General Assistant and city planner, Bugra Gokce. In the ten affected provinces, 294,165 certificates were granted; 59,247 in Adana; 10,629 in Adıyaman; 14,719 in Diyarbakır; 40,224 in Gaziantep; 56,464 in Hatay; 39,58 in Kahramanmaraş; 4,897 in Kilis; 22,299 in Malatya; 21,107 in Osmaniye; and 25,521 in Şanlıurfa. After a destructive earthquake struck İzmir in 2020, Asia Times said the Turkish government generated US$2 billion in profit since the latest zoning amnesty law was approved in May 2018. During that earthquake, there were 811,000 certificates linked to illegal construction in İzmir.","[-0.00324978 -0.02184014 -0.00761406 ...  0.0004631  -0.00140506
 -0.02610729]",0.16963775506075252
45,"In İskenderun, an industrial city in Hatay Province, a large fire at the port was reported on 6 February at 17:00, believed to have originated from a container carrying flammable industrial oil, forcing the port's closure and the diversion of many ships. It was extinguished on 6 and 8 February, only for it to reignite the next day each time. It was finally extinguished on 10 February. A total of 3,670 containers were destroyed by the fire and the port managing authority said it would take three months for operations to resume. The city saw 534 buildings collapse, 337 requiring demolition and 4,622 receiving severe damage. Flooding occurred along the city shoreline, inundating streets up to 200 m (660 ft) inland. The Cathedral of the Annunciation, seat of the Roman Catholic Apostolic Vicariate of Anatolia, was almost completely destroyed. At least 3,109 people died in the city and over 12,000 were injured. In Erzin District, 31 buildings collapsed and 897 were heavily damaged or had to be demolished. However, there were no collapses or major damage in Erzin, the largest town in the district. Multiple factors including strict building codes prevented destruction. An estimated 20,000 people fled to Erzin, increasing its population by about 50 percent. In Samandağ, 670 buildings collapsed, 9,212 were badly damaged or required demolition and 7,850 people died. At least 1,046 buildings collapsed and 3,452 others were severely damaged or had to be demolished in Hassa District. In Altınözü, 838 buildings were destroyed, 3,892 others were badly damaged and 650 others required demolition. There were 213 collapsed buildings and 1,453 others had been severely damaged or had to be demolished in Yayladağı. At least 139 buildings collapsed, 755 others were badly damaged and 87 others had to be demolished in Belen. In Dörtyol, 115 buildings were destroyed and 2,030 others had to be demolished or were severely damaged.","[-0.0163096  -0.00609207 -0.00179158 ...  0.00120554 -0.01744907
 -0.02616674]",0.1698919460260454
4,"Damaged roads, winter storms, and disruption to communications hampered the Disaster and Emergency Management Presidency's rescue and relief effort, which included a 60,000-strong search-and-rescue force, 5,000 health workers and 30,000 volunteers. Following Turkey's call for international help, more than 141,000 people from 94 countries joined the rescue effort.","[-0.01815473 -0.01443708 -0.00978674 ... -0.01110039 -0.01404298
 -0.02950471]",0.16995160594343406
175,"Health authorities in Turkey had to ensure earthquake survivors were free of disease. The World Health Organization collaborated with local authorities to monitor the rates of waterborne diseases, seasonal influenza and COVID-19 among the affected.","[ 0.01135097 -0.02431515  0.00497622 ... -0.00336626 -0.0139334
 -0.00498922]",0.17078225885660814
49,"At least 466 buildings were heavily damaged in Şanlıurfa Province; 201 were destroyed. Structures around the Pool of Abraham were damaged. The minaret at the religious shrine partially collapsed, sending rubble into the pools below and discoloring the water, which was also contaminated by seeping sewage. In Eyyübiye District, the minaret of the Eyüp Prophet Mosque was damaged and removed. Thirty-three people were killed in the collapse of the Osman Ağan Apartment.","[-0.00814432 -0.01276478 -0.01352706 ... -0.0023119   0.00355395
 -0.01038434]",0.17087373201023504
113,"On 20 April, an IF1 tornado struck a camp housing people affected by the earthquake in Pazarcık, Kahramanmaraş; three people died and 50 others were injured.","[-0.01347488 -0.01564825 -0.02230008 ...  0.02564575 -0.00467603
 -0.02381485]",0.1714588103476533
154,"On 9 February 2023, the governing alliance between the MHP and the AKP approved a state of emergency in 10 provinces affected by the earthquakes. The opposition voted no to the measure, claiming that it was unnecessary since the provinces were already declared as ""disaster areas"".","[-0.00516342 -0.01905346 -0.00959453 ... -0.0039836   0.00266647
 -0.01855169]",0.1715212107094869
31,Subsidence due to lateral spreading caused extensive damage in İskenderun. Liquefaction produced sand ejecta that buried Atatürk Boulevard in Çay District. Regular flooding in the city was observed after the earthquakes. Earlier flooding may be attributed to liquefaction while subsequent occurrences may be due to damage to the coast and water infrastructure. The sea inundated parts of the city by as much as 200 m (660 ft). Large areas of the coast and sections of piers were flooded due to lateral spreading. Large waves from bad weather and a tsunami may have contributed to the effects observed at İskenderun.,"[-0.00198887 -0.012571    0.01346942 ... -0.01458044 -0.00501331
 -0.03629337]",0.17153398244459495
91,"In the immediate aftermath, thousands were trapped under rubble when buildings collapsed. Many people were missing in collapsed buildings. Survivors trapped under rubble livestreamed their pleas for help on social media. Some trapped survivors shared their location on social media which allowed rescuers to reach them. People who lost contact with their relatives also sent pleas on social media. Several tens of thousands of people across the region were left homeless and spent the night in cold weather. Officials had plans to open hotels in Antalya, Alanya and Mersin to temporarily accommodate the affected population. Authorities were slammed by residents in Hatay Province, who criticized the insufficient search and rescue efforts. Hatay Airport's runway was heavily damaged, making rescue efforts challenging. On 7 February, authorities said 1,846 people in the province have been rescued.","[-0.01740436 -0.01036357 -0.00577466 ... -0.00451522 -0.01656027
 -0.02383554]",0.1729666034254559
168,"Investigative reports revealed that Syrian government had deliberately obstructed aid to all of Syria's opposition-held areas, including the Idlib region, which was the worst-struck area in the earthquake. Syrian government officials and state-run media blamed United States and European Union sanctions against the country for the lack of humanitarian aid and hampering rescue. On 10 February, Syrian president Bashar al-Assad accused Western countries of having ""no regard for the human condition."" The US Treasury said its sanctions ""contain robust exemptions for humanitarian efforts"" in the first place, and that after the earthquake it issued a blanket authorization for relief efforts. The United Nations has also been criticized for its policy of focusing aid shipments solely to the regime, at the expense of Syrian lives in opposition-held territories.","[-0.01298023 -0.00868925 -0.01295342 ... -0.00335401  0.00161247
 -0.0016703 ]",0.17313195681883842
158,"On 7 February, Turkish police said they detained four people over ""provocative posts aiming to create fear and panic"" on social media following the earthquake. It added that a wider investigation into social media accounts was ongoing, but offered no information on the content of the posts. The number of detentions increased to a dozen on 8 February. Following reports of property being ransacked by looters, authorities arrested 98 people for robbery or defrauding victims. Syrians have faced increased discrimination in the country, with some Turks blaming them for the looting. Amnesty International and Human Rights Watch alleged that Turkish security forces tortured and ill-treated individuals arrested on suspicion of looting. In a report from both organizations, one person died while being held by authorities. The report said allegations of torture came from 10 provinces, with most of them coming from Antakya alone.","[-0.01472419 -0.01380056  0.00244898 ...  0.02308408 -0.00521819
 -0.01158923]",0.17335470645189466
118,"Floods which struck the provinces of Adıyaman and Şanlıurfa in March killed at least 21 people. The floods swept away cars, affected homes and campsites housing earthquake survivors. Twelve people, including five Syrians, died in Şanlıurfa. An intensive care unit in a hospital in the province was evacuated. In Adıyaman, two drowning deaths occurred when floodwaters swept away a container home with a family. Over a dozen professional divers participated in search and rescue efforts in each province.","[ 0.0119515  -0.01074837  0.00852159 ... -0.00261564 -0.01402539
 -0.00208885]",0.17387321926779797
78,"At least 6,600 Syrians residing in Turkey were killed. According to Turkey's Presidency of Migration Management 1.75 million Syrians live in southern Turkey; 460,150 in Gaziantep; 354,000 in Antakya; 368,000 in Şanlıurfa; 250,000 in Adana. Turkey's health ministry returned the bodies of 1,793 Syrian victims to their relatives in Syria, while thousands of Syrians were buried in Turkey due to difficulties transporting them to Syria. At least 11 Iraqi war refugees died in Turkey.","[ 0.01646453 -0.0166449   0.00057088 ... -0.00465722 -0.00131488
 -0.01198123]",0.1741703214179191
80,"In Lebanon, residents were awakened from their sleep. Buildings in the country shook for up to 40 seconds. In Beirut, residents fled their homes and stayed in streets or drove in their vehicles to flee from buildings. The earthquake damaged 16,200 buildings across the country, including 10,460 in Beirut and 4,000 in Tripoli.","[-0.00039803  0.0071259   0.00014273 ... -0.01886802 -0.01085139
 -0.02943984]",0.17454162481433189
140,"The Secretariat of ASEAN expressed its heartfelt sympathies and condolences to the Governments and peoples of the affected countries, especially the families of the victims of the earthquake. ASEAN affirms its solidarity with the Governments and peoples of Turkey and Syria in these trying times and stands ready to extend its assistance to the relief efforts.","[-0.0034408  -0.02952219 -0.00638265 ... -0.01578491 -0.00503484
 -0.01316057]",0.176216167454742
10,"Large earthquakes on the northern part of the DST include events in 115, 526, 587, 1138, 1170 and 1822, which resulted in several tens of thousands to several hundreds of thousands of fatalities.","[ 0.0069688  -0.00661194  0.01011991 ...  0.00950719 -0.02281188
 -0.01228125]",0.17823921057418157
108,"Over 1.9 million people were rehoused in dormitories, guest houses, tents, hotels and containers. AFAD issued a statement on 16 February, detailing that 387,000 tents had been established in the affected area by local and international organizations. Erdoğan said 890,000 survivors were placed in dormitories and 50,000 in hotels. He added that 1.6 million people had access to shelter. Across the affected region, 162 container cities were established. The Governor of Şırnak, Osman Bilgin, said the district would be demolished and reconstructed.","[ 0.0046831  -0.01100295 -0.00150063 ... -0.0027808  -0.01278667
 -0.01833157]",0.17842828092346585
178,List of costliest earthquakes,"[-0.0052549  -0.00687657  0.02021911 ... -0.01936342 -0.00224618
 -0.02618133]",0.17865768571374707
53,"According to Turkish-backed officials on 2 February 2024, 4,537 people died in rebel-held areas while 1,414 died in government-controlled areas. The International Blue Crescent placed the death toll in Syria at 8,476. The Syrian Ministry of Health said over 2,248 died, most were in Aleppo and Latakia. In rebel-held areas, at least 4,547 people died. In a report by the International Medical Corps dated 8 March 2023, 7,259 people were confirmed dead.","[ 0.00405254  0.00891755 -0.00964551 ...  0.00688965  0.00173541
 -0.00882655]",0.17868927137669566
24,The Mw  6.4 aftershock on 20 February occurred along the Hatay Fault. The focal mechanism indicated normal faulting along a northeast–southwest striking fault.,"[-0.02689813 -0.01831697  0.00972269 ...  0.02292245  0.00844995
 -0.01842194]",0.1787000414909924
123,"After the earthquake, Süper Lig was suspended for over a week to mourn the victims. Clubs from affected regions: Süper Lig clubs Hatayspor, Gaziantep FK, TFF First League club Yeni Malatyaspor, Adanaspor, TFF Second League club Adıyaman FK, Diyarbekirspor and TFF Third League clubs Kahramanmaraşspor, Osmaniyespor FK and Malatya Arguvan SK withdrew from competition. Sivas Belediyespor, Tarsus İdman Yurdu and Niğde Anadolu requested to withdraw but TFF did not approve their requests.","[-0.00098704 -0.02251294  0.00238234 ... -0.00016874 -0.00464371
 -0.0178625 ]",0.17932239138103834
58,"The president of the Syrian American Medical Society, Amjad Rass, said emergency rooms were packed with injured. In Idlib Governorate, one hospital received 30 bodies. In the village of Azmarin, Idlib Governorate, at least 260 people died, including 51 members of one family; at least 300 were injured and 100 were rescued. Fifteen buildings in the village were leveled and about 50 percent of its housing stock had cracks. Footballer Nader Joukhadar, who played for the national team, was killed alongside his son when their home collapsed in Jableh.","[-0.01153076  0.02113973  0.00100065 ... -0.01856831  0.00659094
 -0.01743148]",0.1795092330360969
114,"After the earthquakes, looting was observed in the affected provinces. In Hatay, some desperate survivors tresspassed into supermarkets for food when aid took too long to arrive. However, ATMs were also broken-in and emptied; looters also began ravaging through clothing and electronic stores. President Erdogan said on 11 February that serious actions would be taken to address the issue. A rescuer in the affected area said many looters carried knives with them. Looting occurred at damaged shops and buildings. Videos also circulated online allegedly showing goods stolen from aid vehicles, looting at buildings and alleged looters being beaten by officials or crowds. On 11 February, Anadolu Agency, citing unnamed sources, said Turkish officials arrested 98 people and seized stolen goods. In Hatay Province, 42 people were held for stealing cash, smartphones, computers, weaponries, jewellery and bank cards. Authorities also arrested six people for cheating a survivor in Gaziantep.","[-0.02162275 -0.03269456 -0.00020701 ...  0.01293492  0.01057765
 -0.01714862]",0.17983387706459164
94,"Turkish Airlines said it would provide free flights from the provinces of Adana, Adıyaman, Gaziantep, Kayseri, Diyarbakır, Şanlıurfa, Malatya, Elazığ and Kahramanmaraş. The Disaster and Emergency Management Authority opened an invitation for citizen volunteers to help with rescue efforts in the affected area. Thousands of volunteers arrived at Istanbul Airport. Bilal Ekşi, CEO of Turkish Airlines, said it has flown 11,780 volunteers on 80 flights to Adana, Gaziantep, Adiyaman and Şanlıurfa. Pegasus Airlines said it evacuated 30,771 people from the affected area on 169 flights between 6 and 9 February. Between 6 and 11 February, Turkish Airlines said it evacuated 139,438 people from the affected area on 790 flights. It carried 7,833 members of search and rescue and aid groups to the affected area on 1,595 flights.","[-0.0136246  -0.0441908  -0.01423687 ... -0.00488804 -0.01155232
 -0.01879858]",0.1802294169733114
143,"Several United Nations agencies announced coordinated responses to the disaster, including UNDAC, OCHA, UNHCR, UNICEF and IOM. The World Health Organization's Regional Director for Europe, Hans Kluge, said the organization's regional offices were assisting international efforts to transport medicine and relief equipment. The UN released $25 million from its emergency fund for humanitarian assistance in Turkey and Syria. A second $25 million grant was released for relief efforts in Syria. UN sent humanitarian aid to Syria through Turkey via the Bab al-Hawa border crossing. Since then, 65 trucks have crossed, carrying health and nutrition items and other vital relief supplies for more than two million people. On 14 February, the UN appealed for €396 million to help survivors in Syria. ","[-0.00239569 -0.01208148  0.01582955 ... -0.01611736 -0.0120684
 -0.00026941]",0.18096387817132553
